Leading Cancer Sites,Year,State,Mortality-Incidence Age-Adjusted Rate Ratio,"Mortality Age-Adjusted Rate (per 100,000)","Incidence Age-Adjusted Rate (per 100,000)"
Kidney and Renal Pelvis,2002,Missouri,0.3,4.605,15.355
Kidney and Renal Pelvis,2002,Montana,0.417,5.11,12.255
Kidney and Renal Pelvis,2002,Nebraska,0.367,5.524,15.04
Kidney and Renal Pelvis,2002,Nevada,0.331,3.882,11.725
Kidney and Renal Pelvis,2002,New Hampshire,0.286,3.685,12.885
Kidney and Renal Pelvis,2002,New Jersey,0.309,4.55,14.725
Kidney and Renal Pelvis,2002,New Mexico,0.416,4.744,11.397
Kidney and Renal Pelvis,2002,New York,0.256,3.451,13.497
Kidney and Renal Pelvis,2002,North Carolina,0.297,4.001,13.476
Kidney and Renal Pelvis,2002,North Dakota,0.423,5.538,13.083
Kidney and Renal Pelvis,2002,Ohio,0.315,4.425,14.04
Kidney and Renal Pelvis,2002,Oklahoma,0.405,5.367,13.245
Kidney and Renal Pelvis,2002,Oregon,0.364,4.421,12.135
Kidney and Renal Pelvis,2002,Pennsylvania,0.294,4.302,14.633
Kidney and Renal Pelvis,2002,Rhode Island,0.344,5.741,16.696
Kidney and Renal Pelvis,2002,South Carolina,0.284,4.254,14.97
Kidney and Renal Pelvis,2002,South Dakota,0.306,4.213,13.787
Kidney and Renal Pelvis,2002,Tennessee,0.371,4.542,12.235
Kidney and Renal Pelvis,2002,Texas,0.314,5.013,15.99
Kidney and Renal Pelvis,2002,Utah,0.45,3.741,8.32
Kidney and Renal Pelvis,2002,Vermont,0.237,3.309,13.986
Kidney and Renal Pelvis,2002,Virginia,0.37,4.293,11.593
Kidney and Renal Pelvis,2002,Washington,0.34,4.477,13.179
Kidney and Renal Pelvis,2002,West Virginia,0.324,4.713,14.557
Kidney and Renal Pelvis,2002,Wisconsin,0.354,4.863,13.747
Kidney and Renal Pelvis,2002,Wyoming,0.495,4.577,9.244
Kidney and Renal Pelvis,2003,Alabama,0.301,4.118,13.697
Kidney and Renal Pelvis,2003,Alaska,0.421,5.978,14.211
Kidney and Renal Pelvis,2003,Arizona,0.286,3.889,13.595
Kidney and Renal Pelvis,2003,Arkansas,0.281,4.015,14.301
Kidney and Renal Pelvis,2003,California,0.304,3.737,12.276
Kidney and Renal Pelvis,2003,Colorado,0.308,3.918,12.711
Kidney and Renal Pelvis,2003,Connecticut,0.261,3.749,14.354
Kidney and Renal Pelvis,2003,Delaware,0.232,3.14,13.541
Kidney and Renal Pelvis,2003,District of Columbia,0.311,3.29,10.565
Kidney and Renal Pelvis,2003,Florida,0.252,3.614,14.324
Kidney and Renal Pelvis,2003,Georgia,0.301,4.065,13.495
Kidney and Renal Pelvis,2003,Hawaii,0.256,2.861,11.195
Kidney and Renal Pelvis,2003,Idaho,0.362,4.944,13.651
Kidney and Renal Pelvis,2003,Illinois,0.289,4.561,15.775
Kidney and Renal Pelvis,2003,Indiana,0.29,4.696,16.172
Kidney and Renal Pelvis,2003,Iowa,0.309,4.749,15.391
Kidney and Renal Pelvis,2003,Kansas,0.359,4.383,12.219
Kidney and Renal Pelvis,2003,Kentucky,0.27,4.673,17.319
Kidney and Renal Pelvis,2003,Louisiana,0.34,5.486,16.149
Kidney and Renal Pelvis,2003,Maine,0.277,3.649,13.16
Kidney and Renal Pelvis,2003,Maryland,0.261,3.568,13.692
Kidney and Renal Pelvis,2003,Massachusetts,0.261,3.769,14.462
Kidney and Renal Pelvis,2003,Michigan,0.297,4.435,14.94
Kidney and Renal Pelvis,2003,Minnesota,0.296,4.388,14.817
Kidney and Renal Pelvis,2003,Mississippi,0.33,4.873,14.782
Kidney and Renal Pelvis,2003,Missouri,0.374,5.421,14.502
Kidney and Renal Pelvis,2003,Montana,0.294,4.085,13.876
Kidney and Renal Pelvis,2003,Nebraska,0.317,4.265,13.474
Kidney and Renal Pelvis,2003,Nevada,0.341,4.156,12.202
Kidney and Renal Pelvis,2003,New Hampshire,0.298,4.19,14.083
Kidney and Renal Pelvis,2003,New Jersey,0.294,4.119,14.003
Kidney and Renal Pelvis,2003,New Mexico,0.395,4.953,12.548
Kidney and Renal Pelvis,2003,New York,0.249,3.506,14.089
Kidney and Renal Pelvis,2003,North Carolina,0.293,4.336,14.821
Kidney and Renal Pelvis,2003,North Dakota,0.381,5.226,13.73
Kidney and Renal Pelvis,2003,Ohio,0.336,4.569,13.595
Kidney and Renal Pelvis,2003,Oklahoma,0.337,5.226,15.503
Kidney and Renal Pelvis,2003,Oregon,0.296,3.779,12.785
Kidney and Renal Pelvis,2003,Pennsylvania,0.277,4.27,15.431
Kidney and Renal Pelvis,2003,Rhode Island,0.343,4.854,14.161
Kidney and Renal Pelvis,2003,South Carolina,0.287,4.131,14.411
Kidney and Renal Pelvis,2003,South Dakota,0.361,4.613,12.784
Kidney and Renal Pelvis,2003,Tennessee,0.313,4.511,14.406
Kidney and Renal Pelvis,2003,Texas,0.296,4.975,16.82
Kidney and Renal Pelvis,2003,Utah,0.311,3.445,11.072
Kidney and Renal Pelvis,2003,Vermont,0.261,3.86,14.809
Kidney and Renal Pelvis,2003,Virginia,0.326,4.113,12.635
Kidney and Renal Pelvis,2003,Washington,0.283,3.995,14.107
Kidney and Renal Pelvis,2003,West Virginia,0.292,3.841,13.142
Kidney and Renal Pelvis,2003,Wisconsin,0.296,4.47,15.124
Kidney and Renal Pelvis,2003,Wyoming,0.287,3.965,13.831
Kidney and Renal Pelvis,2004,Alabama,0.263,3.906,14.825
Kidney and Renal Pelvis,2004,Arizona,0.292,3.886,13.321
Kidney and Renal Pelvis,2004,Arkansas,0.342,5.11,14.954
Kidney and Renal Pelvis,2004,California,0.295,3.697,12.531
Kidney and Renal Pelvis,2004,Colorado,0.25,3.357,13.439
Kidney and Renal Pelvis,2004,Connecticut,0.285,4.095,14.374
Kidney and Renal Pelvis,2004,Delaware,0.262,4.372,16.672
Kidney and Renal Pelvis,2004,Florida,0.247,3.523,14.259
Kidney and Renal Pelvis,2004,Georgia,0.311,4.27,13.737
Kidney and Renal Pelvis,2004,Hawaii,0.203,2.141,10.527
Kidney and Renal Pelvis,2004,Idaho,0.3,4.201,13.999
Kidney and Renal Pelvis,2004,Illinois,0.264,4.299,16.312
Kidney and Renal Pelvis,2004,Indiana,0.287,5.098,17.759
Kidney and Renal Pelvis,2004,Iowa,0.276,4.279,15.508
Kidney and Renal Pelvis,2004,Kansas,0.306,4.014,13.12
Kidney and Renal Pelvis,2004,Kentucky,0.314,4.894,15.597
Kidney and Renal Pelvis,2004,Louisiana,0.328,5.593,17.035
Kidney and Renal Pelvis,2004,Maine,0.224,3.472,15.505
Kidney and Renal Pelvis,2004,Maryland,0.281,3.791,13.513
Kidney and Renal Pelvis,2004,Massachusetts,0.276,4.015,14.525
Kidney and Renal Pelvis,2004,Michigan,0.29,4.204,14.514
Kidney and Renal Pelvis,2004,Minnesota,0.296,4.309,14.55
Kidney and Renal Pelvis,2004,Mississippi,0.302,4.727,15.676
Kidney and Renal Pelvis,2004,Missouri,0.294,4.541,15.423
Kidney and Renal Pelvis,2004,Montana,0.305,4.174,13.696
Kidney and Renal Pelvis,2004,Nebraska,0.385,5.309,13.805
Kidney and Renal Pelvis,2004,Nevada,0.32,4.273,13.352
Kidney and Renal Pelvis,2004,New Hampshire,0.32,4.753,14.841
Kidney and Renal Pelvis,2004,New Jersey,0.227,3.502,15.409
Kidney and Renal Pelvis,2004,New Mexico,0.319,4.008,12.547
Kidney and Renal Pelvis,2004,New York,0.237,3.583,15.111
Kidney and Renal Pelvis,2004,North Carolina,0.256,4.195,16.385
Kidney and Renal Pelvis,2004,North Dakota,0.357,5.48,15.355
Kidney and Renal Pelvis,2004,Ohio,0.292,4.584,15.709
Kidney and Renal Pelvis,2004,Oklahoma,0.331,5.28,15.947
Kidney and Renal Pelvis,2004,Oregon,0.297,4.062,13.676
Kidney and Renal Pelvis,2004,Pennsylvania,0.267,4.226,15.851
Kidney and Renal Pelvis,2004,Rhode Island,0.239,4.552,19.053
Kidney and Renal Pelvis,2004,South Carolina,0.315,4.306,13.692
Kidney and Renal Pelvis,2004,South Dakota,0.353,5.241,14.827
Kidney and Renal Pelvis,2004,Tennessee,0.305,4.418,14.492
Kidney and Renal Pelvis,2004,Texas,0.275,4.607,16.768
Kidney and Renal Pelvis,2004,Utah,0.258,2.798,10.842
Kidney and Renal Pelvis,2004,Vermont,0.338,4.768,14.12
Kidney and Renal Pelvis,2004,Virginia,0.274,3.703,13.508
Kidney and Renal Pelvis,2004,Washington,0.298,4.384,14.728
Kidney and Renal Pelvis,2004,West Virginia,0.301,4.595,15.253
Kidney and Renal Pelvis,2004,Wisconsin,0.323,4.745,14.694
Kidney and Renal Pelvis,2004,Wyoming,0.332,3.65,10.98
Kidney and Renal Pelvis,2005,Alabama,0.263,4.01,15.232
Kidney and Renal Pelvis,2005,Alaska,0.218,3.677,16.852
Kidney and Renal Pelvis,2005,Arizona,0.282,4.14,14.678
Kidney and Renal Pelvis,2005,Arkansas,0.256,4.203,16.418
Kidney and Renal Pelvis,2005,California,0.288,3.75,12.999
Kidney and Renal Pelvis,2005,Colorado,0.319,4.427,13.88
Kidney and Renal Pelvis,2005,Connecticut,0.206,2.982,14.475
Kidney and Renal Pelvis,2005,Delaware,0.207,3.355,16.173
Kidney and Renal Pelvis,2005,District of Columbia,0.218,2.909,13.332
Kidney and Renal Pelvis,2005,Florida,0.24,3.488,14.527
Kidney and Renal Pelvis,2005,Georgia,0.348,4.773,13.713
Kidney and Renal Pelvis,2005,Hawaii,0.154,1.84,11.915
Kidney and Renal Pelvis,2005,Idaho,0.234,3.42,14.641
Kidney and Renal Pelvis,2005,Illinois,0.267,4.349,16.267
Kidney and Renal Pelvis,2005,Indiana,0.294,4.967,16.878
Kidney and Renal Pelvis,2005,Iowa,0.3,4.944,16.489
Kidney and Renal Pelvis,2005,Kansas,0.354,4.824,13.644
Kidney and Renal Pelvis,2005,Kentucky,0.268,4.444,16.588
Kidney and Renal Pelvis,2005,Louisiana,0.277,5.147,18.563
Kidney and Renal Pelvis,2005,Maine,0.272,4.477,16.435
Kidney and Renal Pelvis,2005,Maryland,0.273,3.956,14.474
Kidney and Renal Pelvis,2005,Massachusetts,0.22,3.604,16.411
Kidney and Renal Pelvis,2005,Michigan,0.278,4.167,15.011
Kidney and Renal Pelvis,2005,Minnesota,0.278,4.09,14.727
Kidney and Renal Pelvis,2005,Mississippi,0.261,4.275,16.384
Kidney and Renal Pelvis,2005,Missouri,0.27,4.606,17.083
Kidney and Renal Pelvis,2005,Montana,0.332,4.598,13.847
Kidney and Renal Pelvis,2005,Nebraska,0.302,4.564,15.118
Kidney and Renal Pelvis,2005,Nevada,0.299,3.683,12.316
Kidney and Renal Pelvis,2005,New Hampshire,0.278,4.321,15.549
Kidney and Renal Pelvis,2005,New Jersey,0.238,3.726,15.669
Kidney and Renal Pelvis,2005,New Mexico,0.322,4.262,13.24
Kidney and Renal Pelvis,2005,New York,0.225,3.4,15.09
Kidney and Renal Pelvis,2005,North Carolina,0.264,4.424,16.781
Kidney and Renal Pelvis,2005,North Dakota,0.299,4.339,14.492
Kidney and Renal Pelvis,2005,Ohio,0.298,4.729,15.865
Kidney and Renal Pelvis,2005,Oklahoma,0.344,5.313,15.43
Kidney and Renal Pelvis,2005,Oregon,0.259,3.682,14.228
Kidney and Renal Pelvis,2005,Pennsylvania,0.273,4.306,15.785
Kidney and Renal Pelvis,2005,Rhode Island,0.252,3.946,15.64
Kidney and Renal Pelvis,2005,South Carolina,0.302,4.487,14.87
Kidney and Renal Pelvis,2005,South Dakota,0.317,4.972,15.678
Kidney and Renal Pelvis,2005,Tennessee,0.264,4.293,16.276
Kidney and Renal Pelvis,2005,Texas,0.263,4.753,18.069
Kidney and Renal Pelvis,2005,Utah,0.333,3.956,11.891
Kidney and Renal Pelvis,2005,Vermont,0.342,4.681,13.706
Kidney and Renal Pelvis,2005,Virginia,0.29,3.979,13.721
Kidney and Renal Pelvis,2005,Washington,0.281,4.257,15.167
Kidney and Renal Pelvis,2005,West Virginia,0.269,4.779,17.742
Kidney and Renal Pelvis,2005,Wisconsin,0.262,4.049,15.47
Kidney and Renal Pelvis,2005,Wyoming,0.3,3.747,12.504
Kidney and Renal Pelvis,2006,Alabama,0.296,4.285,14.481
Kidney and Renal Pelvis,2006,Arizona,0.267,3.891,14.587
Kidney and Renal Pelvis,2006,Arkansas,0.282,4.506,15.954
Kidney and Renal Pelvis,2006,California,0.265,3.537,13.338
Kidney and Renal Pelvis,2006,Colorado,0.289,3.67,12.713
Kidney and Renal Pelvis,2006,Connecticut,0.189,2.955,15.609
Kidney and Renal Pelvis,2006,Delaware,0.268,4.26,15.9
Kidney and Renal Pelvis,2006,District of Columbia,0.263,3.962,15.06
Kidney and Renal Pelvis,2006,Florida,0.227,3.452,15.23
Kidney and Renal Pelvis,2006,Georgia,0.233,3.494,14.967
Kidney and Renal Pelvis,2006,Hawaii,0.238,2.8,11.776
Kidney and Renal Pelvis,2006,Idaho,0.308,4.257,13.802
Kidney and Renal Pelvis,2006,Illinois,0.238,4.151,17.471
Kidney and Renal Pelvis,2006,Indiana,0.251,4.504,17.917
Kidney and Renal Pelvis,2006,Iowa,0.271,4.629,17.098
Kidney and Renal Pelvis,2006,Kansas,0.305,4.881,15.981
Kidney and Renal Pelvis,2006,Kentucky,0.243,4.572,18.795
Kidney and Renal Pelvis,2006,Louisiana,0.277,5.172,18.702
Kidney and Renal Pelvis,2006,Maine,0.262,4.321,16.47
Kidney and Renal Pelvis,2006,Maryland,0.255,3.537,13.895
Kidney and Renal Pelvis,2006,Massachusetts,0.237,4.072,17.152
Kidney and Renal Pelvis,2006,Michigan,0.261,4.24,16.271
Kidney and Renal Pelvis,2006,Minnesota,0.3,4.712,15.727
Kidney and Renal Pelvis,2006,Mississippi,0.284,4.531,15.928
Kidney and Renal Pelvis,2006,Missouri,0.251,4.599,18.288
Kidney and Renal Pelvis,2006,Montana,0.327,3.772,11.551
Kidney and Renal Pelvis,2006,Nebraska,0.279,4.508,16.169
Kidney and Renal Pelvis,2006,Nevada,0.264,3.663,13.869
Kidney and Renal Pelvis,2006,New Hampshire,0.282,3.819,13.518
Kidney and Renal Pelvis,2006,New Jersey,0.219,3.423,15.625
Kidney and Renal Pelvis,2006,New Mexico,0.315,4.251,13.482
Kidney and Renal Pelvis,2006,New York,0.215,3.5,16.298
Kidney and Renal Pelvis,2006,North Carolina,0.245,4.138,16.922
Kidney and Renal Pelvis,2006,North Dakota,0.313,4.88,15.578
Kidney and Renal Pelvis,2006,Ohio,0.278,4.271,15.348
Kidney and Renal Pelvis,2006,Oklahoma,0.309,5.086,16.449
Kidney and Renal Pelvis,2006,Oregon,0.272,3.946,14.496
Kidney and Renal Pelvis,2006,Pennsylvania,0.242,4.163,17.194
Kidney and Renal Pelvis,2006,Rhode Island,0.263,4.314,16.389
Kidney and Renal Pelvis,2006,South Carolina,0.247,3.911,15.833
Kidney and Renal Pelvis,2006,South Dakota,0.329,5.064,15.388
Kidney and Renal Pelvis,2006,Tennessee,0.282,4.422,15.672
Kidney and Renal Pelvis,2006,Texas,0.264,4.638,17.572
Kidney and Renal Pelvis,2006,Utah,0.293,3.551,12.138
Kidney and Renal Pelvis,2006,Vermont,0.174,2.975,17.147
Kidney and Renal Pelvis,2006,Virginia,0.27,3.918,14.527
Kidney and Renal Pelvis,2006,Washington,0.232,3.577,15.443
Kidney and Renal Pelvis,2006,West Virginia,0.262,4.391,16.791
Kidney and Renal Pelvis,2006,Wisconsin,0.264,4.593,17.397
Kidney and Renal Pelvis,2007,Alabama,0.25,3.753,14.991
Kidney and Renal Pelvis,2007,Alaska,0.287,5.055,17.599
Kidney and Renal Pelvis,2007,Arizona,0.222,3.596,16.213
Kidney and Renal Pelvis,2007,Arkansas,0.237,3.855,16.246
Kidney and Renal Pelvis,2007,California,0.268,3.653,13.632
Kidney and Renal Pelvis,2007,Colorado,0.285,3.978,13.953
Kidney and Renal Pelvis,2007,Connecticut,0.21,3.403,16.203
Kidney and Renal Pelvis,2007,Delaware,0.328,5.13,15.65
Kidney and Renal Pelvis,2007,Florida,0.247,3.651,14.753
Kidney and Renal Pelvis,2007,Georgia,0.246,3.717,15.088
Kidney and Renal Pelvis,2007,Hawaii,0.25,3.244,12.98
Kidney and Renal Pelvis,2007,Idaho,0.26,3.913,15.023
Kidney and Renal Pelvis,2007,Illinois,0.24,4.16,17.318
Kidney and Renal Pelvis,2007,Indiana,0.253,4.488,17.705
Kidney and Renal Pelvis,2007,Iowa,0.31,5.655,18.26
Kidney and Renal Pelvis,2007,Kansas,0.275,4.487,16.321
Kidney and Renal Pelvis,2007,Kentucky,0.259,5.071,19.573
Kidney and Renal Pelvis,2007,Louisiana,0.255,4.975,19.488
Kidney and Renal Pelvis,2007,Maine,0.281,4.711,16.779
Kidney and Renal Pelvis,2007,Maryland,0.251,4.14,16.476
Kidney and Renal Pelvis,2007,Massachusetts,0.246,4,16.272
Kidney and Renal Pelvis,2007,Michigan,0.252,4.236,16.788
Kidney and Renal Pelvis,2007,Minnesota,0.278,4.511,16.244
Kidney and Renal Pelvis,2007,Mississippi,0.227,4.399,19.359
Kidney and Renal Pelvis,2007,Missouri,0.208,3.833,18.435
Kidney and Renal Pelvis,2007,Montana,0.257,3.297,12.844
Kidney and Renal Pelvis,2007,Nebraska,0.241,3.987,16.57
Kidney and Renal Pelvis,2007,Nevada,0.289,4.045,13.996
Kidney and Renal Pelvis,2007,New Hampshire,0.267,4.162,15.563
Kidney and Renal Pelvis,2007,New Jersey,0.209,3.399,16.242
Kidney and Renal Pelvis,2007,New Mexico,0.354,4.731,13.37
Kidney and Renal Pelvis,2007,New York,0.208,3.446,16.556
Kidney and Renal Pelvis,2007,North Carolina,0.248,4.183,16.878
Kidney and Renal Pelvis,2007,North Dakota,0.337,5.448,16.164
Kidney and Renal Pelvis,2007,Ohio,0.285,4.573,16.05
Kidney and Renal Pelvis,2007,Oklahoma,0.269,4.592,17.046
Kidney and Renal Pelvis,2007,Oregon,0.225,3.233,14.389
Kidney and Renal Pelvis,2007,Pennsylvania,0.221,3.706,16.791
Kidney and Renal Pelvis,2007,Rhode Island,0.186,3.395,18.204
Kidney and Renal Pelvis,2007,South Carolina,0.29,4.643,16.018
Kidney and Renal Pelvis,2007,South Dakota,0.323,4.871,15.095
Kidney and Renal Pelvis,2007,Tennessee,0.268,4.372,16.326
Kidney and Renal Pelvis,2007,Texas,0.254,4.548,17.889
Kidney and Renal Pelvis,2007,Utah,0.259,2.817,10.896
Kidney and Renal Pelvis,2007,Vermont,0.228,3.951,17.346
Kidney and Renal Pelvis,2007,Virginia,0.257,3.975,15.463
Kidney and Renal Pelvis,2007,Washington,0.261,4.141,15.873
Kidney and Renal Pelvis,2007,West Virginia,0.268,4.588,17.091
Kidney and Renal Pelvis,2007,Wisconsin,0.264,4.272,16.158
Kidney and Renal Pelvis,2007,Wyoming,0.278,4.742,17.06
Kidney and Renal Pelvis,2008,Alabama,0.239,3.842,16.075
Kidney and Renal Pelvis,2008,Alaska,0.228,3.9,17.128
Kidney and Renal Pelvis,2008,Arizona,0.241,3.79,15.696
Kidney and Renal Pelvis,2008,Arkansas,0.275,4.633,16.828
Kidney and Renal Pelvis,2008,California,0.24,3.511,14.659
Kidney and Renal Pelvis,2008,Colorado,0.242,3.191,13.203
Kidney and Renal Pelvis,2008,Connecticut,0.222,3.601,16.227
Kidney and Renal Pelvis,2008,Delaware,0.22,3.611,16.448
Kidney and Renal Pelvis,2008,District of Columbia,0.236,3.135,13.286
Kidney and Renal Pelvis,2008,Florida,0.238,3.593,15.068
Kidney and Renal Pelvis,2008,Georgia,0.233,3.581,15.348
Kidney and Renal Pelvis,2008,Hawaii,0.17,2.441,14.318
Kidney and Renal Pelvis,2008,Idaho,0.282,4.071,14.442
Kidney and Renal Pelvis,2008,Illinois,0.251,4.432,17.631
Kidney and Renal Pelvis,2008,Indiana,0.247,4.282,17.347
Kidney and Renal Pelvis,2008,Iowa,0.286,4.838,16.927
Kidney and Renal Pelvis,2008,Kansas,0.276,4.702,17.012
Kidney and Renal Pelvis,2008,Kentucky,0.236,4.692,19.874
Kidney and Renal Pelvis,2008,Louisiana,0.254,5.182,20.417
Kidney and Renal Pelvis,2008,Maine,0.221,3.518,15.903
Kidney and Renal Pelvis,2008,Maryland,0.233,3.683,15.811
Kidney and Renal Pelvis,2008,Massachusetts,0.199,3.451,17.335
Kidney and Renal Pelvis,2008,Michigan,0.255,4.141,16.214
Kidney and Renal Pelvis,2008,Minnesota,0.229,3.864,16.873
Kidney and Renal Pelvis,2008,Mississippi,0.245,4.841,19.787
Kidney and Renal Pelvis,2008,Missouri,0.256,4.306,16.79
Kidney and Renal Pelvis,2008,Montana,0.252,3.704,14.684
Kidney and Renal Pelvis,2008,Nebraska,0.204,3.847,18.863
Kidney and Renal Pelvis,2008,Nevada,0.25,3.931,15.724
Kidney and Renal Pelvis,2008,New Hampshire,0.23,3.714,16.155
Kidney and Renal Pelvis,2008,New Jersey,0.211,3.453,16.34
Kidney and Renal Pelvis,2008,New Mexico,0.382,5.157,13.49
Kidney and Renal Pelvis,2008,New York,0.207,3.36,16.238
Kidney and Renal Pelvis,2008,North Carolina,0.25,4.164,16.657
Kidney and Renal Pelvis,2008,North Dakota,0.48,7.084,14.764
Kidney and Renal Pelvis,2008,Ohio,0.272,4.667,17.157
Kidney and Renal Pelvis,2008,Oklahoma,0.294,5.223,17.779
Kidney and Renal Pelvis,2008,Oregon,0.249,3.912,15.717
Kidney and Renal Pelvis,2008,Pennsylvania,0.219,3.893,17.749
Kidney and Renal Pelvis,2008,Rhode Island,0.159,2.865,18.001
Kidney and Renal Pelvis,2008,South Carolina,0.296,4.675,15.82
Kidney and Renal Pelvis,2008,South Dakota,0.232,3.56,15.37
Kidney and Renal Pelvis,2008,Tennessee,0.256,4.237,16.559
Kidney and Renal Pelvis,2008,Texas,0.254,4.618,18.197
Kidney and Renal Pelvis,2008,Utah,0.259,3.125,12.085
Kidney and Renal Pelvis,2008,Vermont,0.286,4.059,14.197
Kidney and Renal Pelvis,2008,Virginia,0.272,4.014,14.757
Kidney and Renal Pelvis,2008,Washington,0.25,4.107,16.448
Kidney and Renal Pelvis,2008,West Virginia,0.278,4.734,17.016
Kidney and Renal Pelvis,2008,Wisconsin,0.266,4.328,16.294
Kidney and Renal Pelvis,2008,Wyoming,0.233,3.118,13.361
Kidney and Renal Pelvis,2009,Alabama,0.233,3.978,17.05
Kidney and Renal Pelvis,2009,Alaska,0.295,5.345,18.101
Kidney and Renal Pelvis,2009,Arizona,0.212,3.612,17.017
Kidney and Renal Pelvis,2009,Arkansas,0.281,4.504,16.002
Kidney and Renal Pelvis,2009,California,0.24,3.54,14.746
Kidney and Renal Pelvis,2009,Colorado,0.281,3.927,13.99
Kidney and Renal Pelvis,2009,Connecticut,0.209,3.221,15.396
Kidney and Renal Pelvis,2009,Delaware,0.159,2.767,17.424
Kidney and Renal Pelvis,2009,District of Columbia,0.22,3.048,13.825
Kidney and Renal Pelvis,2009,Florida,0.228,3.367,14.792
Kidney and Renal Pelvis,2009,Georgia,0.229,3.755,16.386
Kidney and Renal Pelvis,2009,Hawaii,0.207,2.857,13.783
Kidney and Renal Pelvis,2009,Idaho,0.226,3.646,16.148
Kidney and Renal Pelvis,2009,Illinois,0.226,4.056,17.949
Kidney and Renal Pelvis,2009,Indiana,0.262,4.412,16.835
Kidney and Renal Pelvis,2009,Iowa,0.246,4.437,18.046
Kidney and Renal Pelvis,2009,Kansas,0.258,4.278,16.557
Kidney and Renal Pelvis,2009,Kentucky,0.214,4.41,20.612
Kidney and Renal Pelvis,2009,Louisiana,0.23,4.954,21.5
Kidney and Renal Pelvis,2009,Maine,0.299,4.687,15.7
Kidney and Renal Pelvis,2009,Maryland,0.266,4.093,15.405
Kidney and Renal Pelvis,2009,Massachusetts,0.213,3.559,16.675
Kidney and Renal Pelvis,2009,Michigan,0.242,4.07,16.832
Kidney and Renal Pelvis,2009,Minnesota,0.304,4.587,15.081
Kidney and Renal Pelvis,2009,Mississippi,0.237,4.447,18.773
Kidney and Renal Pelvis,2009,Missouri,0.254,4.458,17.568
Kidney and Renal Pelvis,2009,Montana,0.255,3.617,14.156
Kidney and Renal Pelvis,2009,Nebraska,0.269,4.82,17.902
Kidney and Renal Pelvis,2009,Nevada,0.298,4.4,14.788
Kidney and Renal Pelvis,2009,New Hampshire,0.213,3.411,15.999
Kidney and Renal Pelvis,2009,New Jersey,0.223,3.614,16.243
Kidney and Renal Pelvis,2009,New Mexico,0.299,3.872,12.957
Kidney and Renal Pelvis,2009,New York,0.218,3.442,15.804
Kidney and Renal Pelvis,2009,North Carolina,0.217,3.83,17.65
Kidney and Renal Pelvis,2009,North Dakota,0.297,4.393,14.801
Kidney and Renal Pelvis,2009,Ohio,0.252,4.32,17.129
Kidney and Renal Pelvis,2009,Oklahoma,0.28,4.969,17.727
Kidney and Renal Pelvis,2009,Oregon,0.26,3.916,15.075
Kidney and Renal Pelvis,2009,Pennsylvania,0.241,4.116,17.052
Kidney and Renal Pelvis,2009,Rhode Island,0.29,4.881,16.843
Kidney and Renal Pelvis,2009,South Carolina,0.285,4.025,14.111
Kidney and Renal Pelvis,2009,South Dakota,0.276,4.209,15.262
Kidney and Renal Pelvis,2009,Tennessee,0.234,4.198,17.949
Kidney and Renal Pelvis,2009,Texas,0.242,4.364,18.005
Kidney and Renal Pelvis,2009,Utah,0.248,2.969,11.983
Kidney and Renal Pelvis,2009,Vermont,0.242,3.364,13.908
Kidney and Renal Pelvis,2009,Virginia,0.258,4.047,15.675
Kidney and Renal Pelvis,2009,Washington,0.232,3.691,15.909
